Nr.;BLZ;BIC;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung
2222;61370024;DEUTDEDB613;Deutsche Bank Privat und Geschäftskunden;Aalen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2223;61370024;DEUTDEDB613;Deutsche Bank Privat und Geschäftskunden;Crailsheim;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2224;61370024;DEUTDEDB613;Deutsche Bank Privat und Geschäftskunden;Ellwangen (Jagst);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2225;61370024;DEUTDEDB613;Deutsche Bank Privat und Geschäftskunden;Giengen an der Brenz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2226;61370024;DEUTDEDB613;Deutsche Bank Privat und Geschäftskunden;Heidenheim an der Brenz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2227;61370024;DEUTDEDB613;Deutsche Bank Privat und Geschäftskunden;Nördlingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2228;61370024;DEUTDEDB613;Deutsche Bank Privat und Geschäftskunden;Schorndorf;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2229;61370086;DEUTDESS613;Deutsche Bank;Schwäbisch Gmünd;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2230;61370086;DEUTDESS613;Deutsche Bank;Giengen an der Brenz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2231;61370086;DEUTDESS613;Deutsche Bank;Ellwangen (Jagst);eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2232;61370086;DEUTDESS613;Deutsche Bank;Aalen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2233;61370086;DEUTDESS613;Deutsche Bank;Heidenheim an der Brenz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2234;61370086;DEUTDESS613;Deutsche Bank;Schorndorf;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2235;61370086;DEUTDESS613;Deutsche Bank;Crailsheim;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2236;61370086;DEUTDESS613;Deutsche Bank;Nördlingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2237;61391410;GENODES1WEL;Volksbank Welzheim;Welzheim;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2238;61420086;HYVEDEMM272;UniCredit Bank - HypoVereinsbank AG;Aalen, Württ;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
2239;61440086;COBADEFFXXX;Commerzbank;Aalen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2240;61450050;OASPDE6AXXX;Kreissparkasse Ostalb (Aalen);Aalen;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw5.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2241;61490150;GENODES1AAV;VR-Bank Aalen eG;Aalen, Württ;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2242;61491010;GENODES1ELL;VR-Bank Ellwangen;Ellwangen (Jagst);Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2243;62020000;HOEBDE61XXX;Hoerner-Bank;Heilbronn, Neckar;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2244;62040060;COBADEFFXXX;Commerzbank;Heilbronn;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2245;62050000;HEISDE66XXX;Kreissparkasse Heilbronn;Heilbronn;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw2.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2246;62061991;GENODES1VOS;Volksbank Sulmtal;Obersulm;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2247;62062215;GENODES1BIA;Volksbank Beilstein-Ilsfeld-Abstatt;Beilstein, Württ;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2248;62062643;GENODES1VFT;Volksbank Flein-Talheim;Flein b Heilbronn, Neckar;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2249;62063263;GENODES1VLS;Volksbank im Unterland eG;Schwaigern, Württ;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2250;62070024;DEUTDEDB620;Deutsche Bank Privat und Geschäftskunden;Heilbronn;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2251;62070024;DEUTDEDB620;Deutsche Bank Privat und Geschäftskunden;Künzelsau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2252;62070024;DEUTDEDB620;Deutsche Bank Privat und Geschäftskunden;Neckarsulm;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2253;62070024;DEUTDEDB620;Deutsche Bank Privat und Geschäftskunden;Öhringen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2254;62070024;DEUTDEDB620;Deutsche Bank Privat und Geschäftskunden;Schwäbisch Hall;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2255;62070081;DEUTDESS620;Deutsche Bank;Heilbronn;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2256;62070081;DEUTDESS620;Deutsche Bank;Neckarsulm;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2257;62070081;DEUTDESS620;Deutsche Bank;Öhringen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2258;62070081;DEUTDESS620;Deutsche Bank;Schwäbisch Hall;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2259;62070081;DEUTDESS620;Deutsche Bank;Künzelsau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2260;62091600;GENODES1VMN;Volksbank Möckmühl-Neuenstadt eG;Möckmühl;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2261;62091800;GENODES1VHL;Volksbank Hohenlohe;Öhringen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2262;62250030;SOLADES1SHA;Kreissparkasse Schwäbisch Hall-Crailsheim;Crailsheim;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw2.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2263;62251550;SOLADES1KUN;Sparkasse Hohenlohekreis;Künzelsau;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw5.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2264;62290110;GENODES1SHA;VR Bank Heilbronn Schwäbisch Hall eG;Schwäbisch Hall;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2265;63020086;HYVEDEMM461;UniCredit Bank - HypoVereinsbank AG;Ulm, Donau;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
2266;63020086;HYVEDEMM461;UniCredit Bank - HypoVereinsbank AG;Neu-Ulm;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
2267;63020086;HYVEDEMM461;UniCredit Bank - HypoVereinsbank AG;Weißenhorn;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
2268;63020086;HYVEDEMM461;UniCredit Bank - HypoVereinsbank AG;Illertissen;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
2269;63020086;HYVEDEMM461;UniCredit Bank - HypoVereinsbank AG;Biberach an der Riß;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
2270;63040053;COBADEFFXXX;Commerzbank;Neu-Ulm;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2271;63040053;COBADEFFXXX;Commerzbank;Ulm;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2272;63040053;COBADEFFXXX;Commerzbank;Ehingen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2273;63050000;SOLADES1ULM;Sparkasse Ulm;Ulm;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw6.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2274;63061486;GENODES1LBK;VR-Bank Langenau-Ulmer Alb;Langenau, Württ;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2275;63070024;DEUTDEDB630;Deutsche Bank Privat und Geschäftskunden;Ulm;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2276;63070024;DEUTDEDB630;Deutsche Bank Privat und Geschäftskunden;Biberach an der Riß;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2277;63070024;DEUTDEDB630;Deutsche Bank Privat und Geschäftskunden;Neu-Ulm;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2278;63070088;DEUTDESS630;Deutsche Bank;Ulm;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2279;63070088;DEUTDESS630;Deutsche Bank;Biberach an der Riß;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2280;63070088;DEUTDESS630;Deutsche Bank;Neu-Ulm;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2281;63090100;ULMVDE66XXX;Volksbank Ulm-Biberach;Ulm, Donau;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2282;63091010;GENODES1EHI;Ehinger Volksbank;Ehingen (Donau);Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2283;63091300;GENODES1LAI;Volksbank Laichingen;Laichingen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2284;63220090;HYVEDEMM271;UniCredit Bank - HypoVereinsbank AG;Heidenheim an der Brenz;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
2285;63240016;COBADEFFXXX;Commerzbank;Heidenheim ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2286;63250030;SOLADES1HDH;Kreissparkasse Heidenheim;Heidenheim;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw3.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2287;63290110;GENODES1HDH;Heidenheimer Volksbank;Heidenheim an der Brenz;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2288;64020186;HYVEDEMM374;UniCredit Bank - HypoVereinsbank AG;Reutlingen;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
2289;64040033;COBADEFFXXX;Commerzbank;Reutlingen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2290;64040045;COBADEFFXXX;Commerzbank;Metzingen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2291;64050000;SOLADES1REU;Kreissparkasse Reutlingen;Reutlingen;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw3.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2292;64061854;GENODES1STW;VR Bank Steinlach-Wiesaz-Härten eG;Gomaringen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2293;64070024;DEUTDEDB640;Deutsche Bank Privat und Geschäftskunden;Reutlingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2294;64070024;DEUTDEDB640;Deutsche Bank Privat und Geschäftskunden;Freudenstadt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2295;64070024;DEUTDEDB640;Deutsche Bank Privat und Geschäftskunden;Metzingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2296;64070024;DEUTDEDB640;Deutsche Bank Privat und Geschäftskunden;Nagold;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2297;64070024;DEUTDEDB640;Deutsche Bank Privat und Geschäftskunden;Pfullingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2298;64070024;DEUTDEDB640;Deutsche Bank Privat und Geschäftskunden;Rottenburg am Neckar;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2299;64070024;DEUTDEDB640;Deutsche Bank Privat und Geschäftskunden;Tübingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2300;64070085;DEUTDESS640;Deutsche Bank;Reutlingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2301;64070085;DEUTDESS640;Deutsche Bank;Metzingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2302;64070085;DEUTDESS640;Deutsche Bank;Tübingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2303;64070085;DEUTDESS640;Deutsche Bank;Pfullingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2304;64070085;DEUTDESS640;Deutsche Bank;Rottenburg am Neckar;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2305;64070085;DEUTDESS640;Deutsche Bank;Nagold;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2306;64070085;DEUTDESS640;Deutsche Bank;Freudenstadt;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2307;64091200;GENODES1MTZ;Volksbank Ermstal-Alb eG;Metzingen, Württ;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2308;64091300;GENODES1MUN;Volksbank Münsingen;Münsingen, Württ;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2309;64140036;COBADEFFXXX;Commerzbank;Tübingen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2310;64150020;SOLADES1TUB;Kreissparkasse Tübingen;Tübingen;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw5.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2311;64161397;GENODES1AMM;Volksbank Ammerbuch;Ammerbuch;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2312;64163225;GENODES1VHZ;Volksbank Hohenzollern;Hechingen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2313;64191210;0;Volksbank Nordschwarzwald;Altensteig, Württ;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2314;64240071;COBADEFFXXX;Commerzbank;Rottweil;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2315;64250040;SOLADES1RWL;Kreissparkasse Rottweil;Rottweil;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw1.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2316;64251060;SOLADES1FDS;Kreissparkasse Freudenstadt;Freudenstadt;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw1.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2317;64261626;GENODES1MMO;Murgtalbank Mitteltal - Obertal -alt-;Baiersbronn;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2318;64261853;GENODES1PGW;Volksbank Nordschwarzwald eG;Pfalzgrafenweiler;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2319;64262408;GENODES1VDS;Volksbank Dornstetten eG;Dornstetten, Württ;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2320;64290120;GENODES1VRW;Volksbank Rottweil;Rottweil;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2321;64291010;GENODES1FDS;Volksbank Horb-Freudenstadt;Freudenstadt;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2322;64291420;GENODES1VDL;Volksbank Deißlingen;Deißlingen, Neckar;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2323;64292310;GENODES1TRO;Volksbank Trossingen;Trossingen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2324;64350070;SOLADES1TUT;Kreissparkasse Tuttlingen;Tuttlingen;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw1.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2325;64361359;GENODES1RDH;Raiffeisenbank Donau-Heuberg;Mühlheim an der Donau;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2326;64390130;GENODES1TUT;Volksbank Donau-Neckar eG;Tuttlingen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2327;65020186;HYVEDEMM588;UniCredit Bank - HypoVereinsbank AG;Ravensburg, Württ;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
2328;65040073;COBADEFFXXX;Commerzbank;Ravensburg;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2329;65050110;SOLADES1RVB;Kreissparkasse Ravensburg;Ravensburg;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw6.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2330;65062577;GENODES1RRV;Raiffeisenbank Ravensburg eG;Horgenzell;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2331;65063086;GENODES1SAG;Raiffeisenbank Bad Saulgau;Bad Saulgau;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
