Nr.;BLZ;BIC;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte Änderung
2112;60069673;GENODES1ABR;Abtsgmünder Bank -Raiffeisen-;Abtsgmünd;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2113;60069685;GENODES1RWA;Raiffeisenbank;Wangen, Kr Göppingen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2114;60069705;GENODES1SLA;Raiffeisenbank Schlat -alt-;Schlat;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2115;60069710;GENODES1RGF;Raiffeisenbank Gammesfeld;Blaufelden;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2116;60069714;GENODES1IBR;Raiffeisenbank Kocher-Jagst;Ingelfingen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2117;60069738;GENODES1FAN;Volksbank Freiberg und Umgebung;Freiberg am Neckar;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2118;60069766;GENODES1BBO;Volks- und Raiffeisenbank Boll -alt-;Bad Boll;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2119;60069795;GENODES1HHB;Volksbank Freiberg und Umgebung;Hessigheim;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2120;60069817;GENODES1RMO;Raiffeisenbank;Mötzingen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2121;60069832;GENODES1URB;Raiffeisenbank Urbach;Urbach, Rems;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2122;60069876;GENODES1ROG;Raiffeisenbank Oberes Gäu Ergenzingen;Rottenburg am Neckar;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2123;60069896;GENODES1PLE;Volksbank Freiberg und Umgebung;Pleidelsheim;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2124;60069905;GENODES1REM;Volksbank Remseck;Remseck am Neckar;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2125;60069911;GENODES1ERL;Raiffeisenbank;Erlenbach, Kr Heilbronn, Neckar;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2126;60069931;GENODES1BGH;Raiffeisenbank;Berghülen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2127;60069950;GENODES1TUN;Raiffeisenbank Tüngental;Schwäbisch Hall;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2128;60069976;GENODES1BOE;Raiffeisenbank Böllingertal;Heilbronn, Neckar;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2129;60069980;GENODES1RMH;Raiffeisenbank Maselheim-Äpfingen;Maselheim;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2130;60070024;DEUTDEDBSTG;Deutsche Bank Privat und Geschäftskunden;Stuttgart;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2131;60070024;DEUTDEDBSTG;Deutsche Bank Privat und Geschäftskunden;Böblingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2132;60070024;DEUTDEDBSTG;Deutsche Bank Privat und Geschäftskunden;Gerlingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2133;60070024;DEUTDEDBSTG;Deutsche Bank Privat und Geschäftskunden;Leinfelden-Echterdingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2134;60070024;DEUTDEDBSTG;Deutsche Bank Privat und Geschäftskunden;Leonberg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2135;60070024;DEUTDEDBSTG;Deutsche Bank Privat und Geschäftskunden;Sindelfingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2136;60070070;DEUTDESSXXX;Deutsche Bank;Stuttgart;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2137;60070070;DEUTDESSXXX;Deutsche Bank;Böblingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2138;60070070;DEUTDESSXXX;Deutsche Bank;Leonberg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2139;60070070;DEUTDESSXXX;Deutsche Bank;Leinfelden-Echterdingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2140;60070070;DEUTDESSXXX;Deutsche Bank;Sindelfingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2141;60070070;DEUTDESSXXX;Deutsche Bank;Gerlingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2142;60090100;VOBADESSXXX;Volksbank Stuttgart eG;Stuttgart;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2143;60090300;GENODES1ZUF;Volksbank Zuffenhausen m Zndl Stammheimer VB;Stuttgart;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2144;60090700;SWBSDESSXXX;Südwestbank;Stuttgart;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2145;60090800;GENODEF1S02;Sparda-Bank Baden-Württemberg eG;Stuttgart;Sparda-Datenverarbeitung eG;BVR;;;;;;;;;;;;;;;;;;https://fints.bankingonline.de/fints/FinTs30PinTanHttpGate;FinTS V3.0;26.09.2013
2146;60090900;GENODEF1P20;PSD Bank RheinNeckarSaar;Stuttgart;Atruvia AG;BVR;;;;;;;;;;;;;;;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2147;60120200;BHFBDEFF600;BHF-Bank AG;Stuttgart;Bank-Verlag GmbH;BdB;hbciserver.bankverlag.de;nicht unterstützt;3.0;;ja;;ja;;ja;;;;;;;;;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;FinTS V3.0;24.02.2008
2148;60133300;SCFBDE33XXX;Santander Bank;Stuttgart;eigenes Rechenzentrum;BdB;sec.santanderbank.de;193.243.184.115;3.0;;ja;;;;;;;;;;;;;;;26.02.2014
2149;60241074;COBADEFFXXX;Commerzbank;Backnang;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2150;60250010;SOLADES1WBN;Kreissparkasse Waiblingen;Waiblingen;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw6.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2151;60270024;DEUTDEDB606;Deutsche Bank Privat und Geschäftskunden;Waiblingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2152;60270073;DEUTDESS606;Deutsche Bank;Waiblingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2153;60290110;GENODES1VWN;Volksbank Rems;Waiblingen, Rems;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2154;60291120;GENODES1VBK;Volksbank Backnang eG;Backnang;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2155;60320291;HYVEDEMM858;UniCredit Bank - HypoVereinsbank AG;Böblingen;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
2156;60340071;COBADEFFXXX;Commerzbank;Sindelfingen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2157;60350130;BBKRDE6BXXX;Kreissparkasse Böblingen;Böblingen;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw5.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2158;60390000;GENODES1BBV;Vereinigte Volksbank eG;Böblingen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2159;60390300;GENODES1LEO;Volksbank Region Leonberg eG;Leonberg, Württ;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2160;60391310;GENODES1VBH;Volksbank Herrenberg-Rottenburg;Herrenberg im Gäu;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2161;60391420;GENODES1MAG;Volksbank Magstadt eG;Magstadt;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2162;60420000;WBAGDE61XXX;Wüstenrot Bank AG Pfandbriefbank;Ludwigsburg;eigenes Rechenzentrum;BVR;;;;;;;;;;;;;;;;;;https://fints.wuestenrot.de;FinTS V3.0;17.04.2017
2163;60420020;WBAGDEA1XXX;Wüstenrot Bank AG Pfandbriefbank ;Ludwigsburg;Atruvia AG;BVR;;;;;;;;;;;;;;;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2164;60420186;HYVEDEMM860;UniCredit Bank - HypoVereinsbank AG;Ludwigsburg, Württ;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
2165;60422000;SABUDES1XXX;RSB Retail + Service Bank;Kornwestheim;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2166;60440073;COBADEFFXXX;Commerzbank;Ludwigsburg;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2167;60440073;COBADEFFXXX;Commerzbank;Bietigheim-Bissingen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2168;60450050;SOLADES1LBG;Kreissparkasse Ludwigsburg;Ludwigsburg;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw4.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2169;60460142;GENODES1EGL;Volksbank Freiberg und Umgebung;Ludwigsburg, Württ;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2170;60470024;DEUTDEDB604;Deutsche Bank Privat und Geschäftskunden;Ludwigsburg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2171;60470024;DEUTDEDB604;Deutsche Bank Privat und Geschäftskunden;Asperg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2172;60470024;DEUTDEDB604;Deutsche Bank Privat und Geschäftskunden;Bietigheim-Bissingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2173;60470024;DEUTDEDB604;Deutsche Bank Privat und Geschäftskunden;Kornwestheim;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2174;60470024;DEUTDEDB604;Deutsche Bank Privat und Geschäftskunden;Marbach am Neckar;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2175;60470024;DEUTDEDB604;Deutsche Bank Privat und Geschäftskunden;Markgröningen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2176;60470024;DEUTDEDB604;Deutsche Bank Privat- und Geschäftskunden;Vaihingen an der Enz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2177;60470082;DEUTDESS604;Deutsche Bank;Ludwigsburg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2178;60470082;DEUTDESS604;Deutsche Bank;Bietigheim-Bissingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2179;60470082;DEUTDESS604;Deutsche Bank;Kornwestheim;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2180;60470082;DEUTDESS604;Deutsche Bank;Marbach am Neckar;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2181;60470082;DEUTDESS604;Deutsche Bank;Asperg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2182;60470082;DEUTDESS604;Deutsche Bank;Markgröningen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2183;60470082;DEUTDESS604;Deutsche Bank;Vaihingen an der Enz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2184;60491430;GENODES1VBB;VR-Bank Neckar-Enz eG;Bönnigheim;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2185;60661906;GENODES1WIM;Raiffeisenbank Wimsheim-Mönsheim;Wimsheim;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2186;60663084;GENODES1RCW;Raiffeisenbank im Kreis Calw;Neubulach;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2187;60670024;DEUTDEDB659;Deutsche Bank Privat- und Geschäftskunden;Stuttgart;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2188;60670070;DEUTDESS659;Deutsche Bank;Stuttgart;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2189;61030000;MARBDE6GXXX;Bankhaus Gebr. Martin AG;Göppingen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2190;61040014;COBADEFFXXX;Commerzbank;Göppingen;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2191;61040014;COBADEFFXXX;Commerzbank;Geislingen ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2192;61050000;GOPSDE6GXXX;Kreissparkasse Göppingen;Göppingen;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw3.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2193;61060500;GENODES1VGP;Volksbank Göppingen;Göppingen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2194;61070024;DEUTDEDB610;Deutsche Bank Privat und Geschäftskunden;Göppingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2195;61070024;DEUTDEDB610;Deutsche Bank Privat und Geschäftskunden;Eislingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2196;61070024;DEUTDEDB610;Deutsche Bank Privat und Geschäftskunden;Geislingen an der Steige;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2197;61070078;DEUTDESS610;Deutsche Bank;Göppingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2198;61070078;DEUTDESS610;Deutsche Bank;Geislingen an der Steige;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2199;61070078;DEUTDESS610;Deutsche Bank;Eislingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2200;61091200;GENODES1DGG;Volksbank-Raiffeisenbank Deggingen;Deggingen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2201;61120286;HYVEDEMM859;UniCredit Bank - HypoVereinsbank AG;Esslingen am Neckar;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015
2202;61140071;COBADEFFXXX;Commerzbank;Kirchheim unter Teck;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2203;61140071;COBADEFFXXX;Commerzbank;Esslingen ;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2204;61150020;ESSLDE66XXX;Kreissparkasse Esslingen-Nürtingen;Esslingen-Nürtingen;Finanz Informatik GmbH & Co. KG;DSGV;;;;;;;;;;;;;;;;;;https://banking-bw1.s-fints-pt-bw.de/fints30;FinTS V3.0;09.02.2022
2205;61161696;GENODES1NHB;Volksbank Filder;Neuhausen auf den Fildern;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2206;61170024;DEUTDEDB611;Deutsche Bank Privat und Geschäftskunden;Esslingen am Neckar;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2207;61170024;DEUTDEDB611;Deutsche Bank Privat und Geschäftskunden;Kirchheim unter Teck;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2208;61170024;DEUTDEDB611;Deutsche Bank Privat und Geschäftskunden;Nürtingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2209;61170024;DEUTDEDB611;Deutsche Bank Privat und Geschäftskunden;Plochingen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2210;61170076;DEUTDESS611;Deutsche Bank;Esslingen am Neckar;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2211;61170076;DEUTDESS611;Deutsche Bank;Nürtingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2212;61170076;DEUTDESS611;Deutsche Bank;Kirchheim unter Teck;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2213;61170076;DEUTDESS611;Deutsche Bank;Plochingen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
2214;61191310;GENODES1VBP;Volksbank Plochingen;Plochingen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2215;61261339;GENODES1HON;Volksbank Hohenneuffen;Frickenhausen, Württ;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2216;61262345;GENODES1BBF;Bernhauser Bank;Filderstadt;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2217;61290120;GENODES1NUE;Volksbank Mittlerer Neckar eG;Nürtingen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2218;61340079;COBADEFFXXX;Commerzbank;Schwäbisch Gmünd;eigenes Rechenzentrum;BdB;hbci.commerzbank.de;;3.0;;ja;ja;ja;;ja;;;ja;ja;ja;;;;;;15.11.2010
2219;61361722;GENODES1HEU;Raiffeisenbank Rosenstein;Heubach, Württ;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2220;61361975;GENODES1RML;Raiffeisenbank Mutlangen;Mutlangen;Atruvia AG;BVR;hbci01.fiducia.de;;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci11.fiducia.de/cgi-bin/hbciservlet;FinTS V3.0;11.01.2022
2221;61370024;DEUTDEDB613;Deutsche Bank Privat und Geschäftskunden;Schwäbisch Gmünd;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015
